HydroID,Cost,PA_50
816,0.088029968,0
817,1.79275337,0
818,0.088029968,0
819,0.088029968,0
820,0.088029968,0
821,0.102317933,0
822,1.556404616,0
823,0.088029968,0
824,0.088029968,0
825,0.088029968,0
826,2.317206607,0
827,1.965299728,0
828,2.090201752,0
829,1.134411004,0
830,0.719122386,0
831,1.150003336,0
832,1.066412874,0
833,1.951256881,0
834,2.544636863,0
835,0.088029968,0
836,0.088029968,0
837,0.088029968,0
838,0.088029968,0
839,0.869392196,0
840,0.088029968,0
841,0.088029968,0
842,0.221069479,0
843,0.088029968,0
844,0.740551669,0
845,0.088029968,0
846,2.198399916,0
847,0.088029968,0
848,0.088029968,0
849,2.364158161,0
850,0.088029968,0
851,0.088029968,0
852,0.088029968,0
853,3.222539027,0
854,1.903934236,0
855,0.088029968,0
856,0.088029968,0
857,0.088029968,0
858,0.088029968,0
859,0.088029968,0
860,0.90387486,0
861,0.088029968,0
862,0.21052259,0
863,0.53383179,0
864,0.377345288,0
865,0.088029968,1
866,0.088029968,0
867,0.088029968,0
868,3.101471499,0
869,0.088029968,0
870,1.712249361,0
871,0.088029968,0
872,1.664868791,0
873,1.34247535,0
874,1.061684526,0
875,1.062095928,0
876,0.875395652,0
877,0.718307815,0
878,0.90143509,0
879,0.628281526,0
880,2.726476008,0
881,0.951919535,0
882,1.376236114,0
883,1.967639499,0
884,1.730973059,0
885,2.537386397,0
886,2.235689778,0
887,1.851988463,0
888,1.842684736,0
889,1.948456889,0
890,1.237297624,0
891,1.636000889,0
892,2.258535722,0
893,1.626853456,0
894,1.190693095,0
895,2.049862878,0
896,1.007188104,0
897,2.863480261,0
898,0.163983441,0
899,1.182434434,0
900,1.329357554,0
901,1.453755173,0
902,1.789193182,0
903,1.773610227,0
904,1.887535639,0
269,0.08303562,0
270,0.542506006,0
271,0.485995731,0
272,0.08303562,0
273,0.133395146,0
274,0.08303562,0
275,0.415429393,0
276,0.08303562,1
277,0.26412437,0
278,0.246689197,0
279,0.46275161,0
280,0.08303562,0
281,0.08303562,0
282,0.253345436,1
283,0.08303562,1
284,0.385053332,1
285,0.204504208,1
286,0.118999734,0
287,0.117427993,0
288,0.363171914,1
289,0.08303562,1
290,0.230818466,1
291,0.335563049,1
292,0.414816553,1
293,0.199129857,1
294,0.08303562,1
295,0.08303562,0
296,0.08303562,1
297,0.08303562,1
298,0.275709036,1
299,0.438592235,1
300,0.08303562,1
301,2.922079564,0
302,0.08303562,1
303,0.08303562,0
304,0.08303562,1
305,0.08303562,0
306,0.15201672,1
307,0.08303562,0
308,0.08303562,0
309,0.089191695,1
310,1.183461261,1
311,0.08303562,0
312,0.08303562,1
313,0.08303562,0
314,0.08303562,1
315,0.08303562,0
316,0.08303562,1
317,0.08303562,1
318,0.08303562,0
319,0.08303562,1
320,0.08303562,1
321,0.353227968,1
322,0.08303562,1
323,0.356427515,1
324,0.174500946,1
325,0.08303562,1
326,0.08303562,1
327,1.456336658,0
328,0.142188811,0
329,0.08303562,1
330,0.08303562,0
331,0.08303562,1
332,0.08303562,1
333,0.08303562,1
334,0.08303562,0
335,0.08303562,0
336,0.08303562,0
337,0.08303562,0
338,0.08303562,0
339,0.08303562,0
340,0.08303562,0
341,0.08303562,0
342,0.08303562,0
343,0.08303562,0
344,0.08303562,0
345,0.08303562,0
346,0.08303562,0
347,0.08303562,1
348,0.08303562,0
349,0.08303562,0
350,0.08303562,0
351,0.08303562,0
352,0.08303562,0
353,0.08303562,0
354,0.08303562,0
355,0.08303562,0
356,0.08303562,0
357,0.08303562,0
358,0.08303562,0
359,0.08303562,0
360,0.08303562,0
361,0.08303562,0
362,0.08303562,1
363,0.08303562,0
364,0.08303562,1
365,0.08303562,1
366,0.08303562,0
367,0.08303562,0
368,0.08303562,0
369,0.08303562,1
370,0.08303562,1
371,0.08303562,1
372,0.08303562,0
373,0.08303562,0
374,0.08303562,0
375,0.08303562,1
376,0.08303562,1
377,0.08303562,1
378,0.08303562,0
379,0.08303562,0
380,0.08303562,0
381,0.08303562,0
382,0.08303562,0
383,0.091898671,0
384,0.08303562,0
385,0.08303562,1
386,0.290365644,0
387,0.315294384,0
388,0.457224511,0
389,0.08303562,0
390,0.08303562,0
391,0.08303562,0
392,0.08303562,1
394,0.08303562,0
395,0.08303562,0
396,0.08303562,0
397,0.08303562,0
398,0.08303562,0
399,0.217988915,0
400,0.08303562,0
401,0.08303562,0
402,0.08303562,0
403,0.08303562,0
404,0.344996995,0
405,0.534163666,0
406,0.12165504,0
407,0.348269335,0
408,0.215160517,0
409,0.08303562,0
410,0.08303562,0
411,0.08303562,0
412,0.08303562,0
413,0.08303562,0
414,0.253382634,0
415,0.08303562,0
416,0.345588971,0
417,0.575725032,0
418,0.08303562,0
419,0.585953724,0
420,0.325976511,0
421,0.187975713,0
422,0.31770861,0
423,0.08303562,0
424,0.501939217,0
425,0.08303562,0
426,0.648942215,0
427,0.08303562,0
428,0.718242267,0
429,0.833842148,0
430,0.08303562,0
431,0.08303562,0
432,0.990423545,0
433,0.08303562,0
434,0.08303562,0
435,0.550594043,0
436,0.08303562,0
437,0.08303562,0
438,0.751861065,0
439,0.273269235,0
440,0.08303562,0
441,0.359655859,0
442,0.08303562,0
443,0.08303562,0
444,0.08303562,0
445,0.552182487,0
446,0.443904994,0
447,0.08303562,0
448,0.08303562,0
449,0.363500138,0
450,0.487894567,0
451,0.462154928,1
452,0.659038651,0
453,0.485502605,0
454,0.08303562,0
455,0.08303562,0
456,0.08303562,0
457,0.08303562,0
458,0.08303562,0
459,0.08303562,0
460,0.08303562,0
461,0.08303562,0
462,0.77041551,0
463,0.947455316,0
464,0.084217732,0
465,0.08303562,0
466,0.08303562,0
467,0.564254,0
468,0.758661602,0
469,0.531948197,0
470,0.498418935,0
471,0.08303562,0
472,0.08303562,0
473,0.164649116,0
474,0.08303562,0
475,0.105576286,1
476,0.08303562,0
477,0.778733652,0
478,0.08303562,0
479,0.118322641,0
480,0.39191868,0
481,0.08303562,0
482,0.166197953,0
483,1.361027443,0
484,0.121245781,0
485,0.08303562,0
486,0.08303562,0
487,1.000395921,0
488,0.610400128,0
489,1.439669279,0
490,0.08303562,0
491,0.943648238,0
492,0.88797133,0
493,0.258645237,0
494,0.08303562,0
495,0.08303562,0
496,0.083779302,0
497,0.08303562,0
498,0.153974979,0
499,0.654406409,0
500,0.08303562,0
501,0.08303562,0
502,0.50187979,0
503,0.08303562,0
504,0.521567312,0
505,0.08303562,0
506,0.67767309,0
507,0.471306176,0
508,0.22858422,0
509,0.121758532,0
510,0.09913272,0
511,0.198282481,0
512,0.085507184,0
513,0.463975684,0
514,0.08303562,0
515,0.08303562,0
516,0.440900271,0
517,0.433120776,0
518,0.535992286,0
519,1.053792726,0
520,1.540238426,0
521,0.212621176,0
522,4.825004987,0
523,0.533795794,0
524,1.480407852,0
525,1.100938753,0
526,0.695827909,0
527,0.663287807,0
528,0.179078247,0
529,0.08303562,0
530,0.08303562,0
531,0.08303562,0
532,0.08303562,0
533,1.111799216,0
534,0.08303562,0
535,1.327643032,0
536,0.775045742,0
537,1.163663387,0
538,0.08303562,0
539,0.08303562,0
540,1.141388433,0
541,0.182085467,0
542,0.08303562,0
543,0.958215271,0
544,5.270326152,0
545,0.462530332,0
546,0.33732287,0
547,0.225043418,0
548,0.08303562,0
549,1.583107772,0
550,1.148649184,0
551,0.859946228,0
552,0.117001014,0
553,1.335401584,0
554,0.137602221,0
555,0.083594134,0
556,1.090057771,0
557,1.156714295,0
558,0.134016379,0
559,1.448732224,0
560,0.438601144,0
561,0.565566994,0
562,0.400551012,0
563,0.08303562,0
564,0.628108195,0
565,0.08303562,0
566,0.86254762,0
567,1.415846287,0
568,0.807806001,0
569,0.08303562,0
570,4.881374444,0
571,1.272732333,0
572,0.337097372,0
573,0.08303562,0
574,0.848948594,0
575,0.732966044,0
576,0.08303562,0
577,0.264975613,0
578,0.08303562,0
579,0.08303562,0
580,0.606272704,0
581,0.08303562,0
582,0.08303562,0
583,0.08303562,0
584,0.08303562,0
585,0.372722443,0
586,0.39169721,0
587,0.712457465,0
588,0.08303562,0
589,0.642724035,0
590,0.142198588,0
591,0.08303562,1
592,0.08303562,1
593,0.754438229,0
594,0.112832546,1
595,0.329791927,0
596,0.08303562,0
597,0.470499985,0
598,0.546553375,0
599,1.156031238,0
600,0.08303562,0
601,0.08303562,0
602,0.131704512,1
603,0.7854638,1
604,1.211535655,0
605,0.407480259,0
606,0.442319659,0
607,0.696620994,0
608,0.08303562,0
609,0.654192567,0
610,0.08303562,0
611,0.751534349,0
612,0.409345712,0
613,0.08303562,0
614,0.577041772,0
615,0.69587444,0
616,0.08303562,0
617,0.08303562,0
618,0.126237751,0
619,0.08303562,0
620,0.10887286,0
621,0.458080685,0
622,0.08303562,0
623,0.118749612,0
624,1.002051037,0
625,0.654345101,0
626,0.08303562,0
627,0.08303562,0
628,0.230963073,0
629,0.08303562,0
630,0.439953456,0
631,0.502866122,0
632,0.689771593,0
633,0.08303562,0
634,0.08303562,0
635,0.095757689,0
636,0.837043497,0
637,2.760084381,0
638,0.958536529,0
639,0.08303562,0
640,0.08303562,0
641,0.944213472,0
642,0.131655925,0
643,0.719271415,0
1,0.070043213,0
2,0.070043213,0
3,0.070043213,0
4,0.080784606,0
5,0.08277069,0
6,0.070043213,0
7,0.070043213,0
8,0.08303562,0
9,0.070043213,0
10,0.07645294,0
11,0.08303562,0
12,0.070043213,0
13,0.369909095,0
14,0.08303562,0
15,0.08303562,0
16,0.08303562,0
17,0.08303562,0
18,0.08303562,0
19,0.08303562,0
20,0.08303562,0
21,0.08303562,0
22,0.081060216,0
23,0.08303562,0
24,0.08303562,0
25,0.215102882,0
26,0.255376781,0
27,0.08303562,0
28,0.466974833,0
29,0.08027886,0
30,1.126059879,0
31,0.413890885,0
32,0.437090233,0
33,0.382379225,0
34,0.264715525,0
35,0.313287514,0
36,0.08303562,0
37,0.08303562,0
38,0.08303562,0
39,0.08303562,0
40,0.070043213,0
41,0.08303562,0
42,0.070043213,0
43,0.070043213,0
44,0.07059065,0
45,0.08303562,0
46,0.081777636,0
47,0.371894703,0
48,0.082777598,0
49,0.08303562,0
50,0.070043213,0
51,0.071689343,0
52,0.082586693,0
53,0.081912118,0
54,0.08303562,0
55,0.08303562,0
56,0.08303562,0
57,0.08303562,0
58,0.08303562,0
59,0.08303562,0
60,0.08303562,0
61,0.08303562,0
62,0.08303562,0
63,0.070044789,0
64,0.08303562,0
65,0.08303562,0
66,0.08174697,0
67,0.08303562,0
68,0.08303562,0
69,0.086897872,0
70,0.08303562,0
71,0.08303562,0
72,0.08303562,0
73,0.086230247,0
74,0.08303562,0
75,0.091092086,0
76,0.091327524,0
77,0.08303562,0
78,0.08303562,0
79,0.238538093,0
80,0.08303562,0
81,0.08303562,0
82,0.08303562,0
83,0.08303562,0
84,0.08303562,0
85,0.08303562,0
86,0.08303562,0
87,0.08303562,0
88,0.08303562,0
89,0.08303562,0
90,0.08303562,0
91,0.08303562,0
92,0.08303562,0
93,0.08303562,0
94,0.08303562,0
95,0.08303562,0
96,0.08303562,0
97,0.08303562,0
98,0.657048226,0
99,0.08303562,0
100,0.08303562,0
101,0.08303562,0
102,0.08303562,0
103,0.08303562,0
104,0.08303562,0
105,0.08303562,0
106,0.08303562,0
107,0.08303562,0
108,0.08303562,0
109,0.08303562,0
110,0.08303562,0
111,0.08303562,0
112,0.08303562,0
113,0.08303562,0
114,0.939698444,0
115,0.08303562,0
116,0.981077701,0
117,0.496222914,0
118,0.08303562,0
119,0.08303562,0
120,0.200977698,0
121,0.08303562,0
122,0.08303562,0
123,0.08303562,0
124,0.588240561,0
125,0.08303562,0
126,0.08303562,0
127,0.08303562,0
128,0.08303562,0
129,1.279765076,0
130,1.557634441,0
131,1.090430726,0
132,0.08303562,0
133,0.08303562,0
134,0.370220256,0
135,0.08303562,0
136,0.242330635,0
137,0.207843813,0
138,0.08303562,0
139,0.08303562,0
140,0.08303562,0
141,0.083874172,0
142,0.08303562,0
143,0.08303562,0
144,1.054690003,0
145,1.134465928,0
146,1.077761926,0
147,1.019454011,0
148,0.836545064,0
149,0.08303562,0
150,0.136796038,0
151,0.08303562,0
152,0.08303562,0
153,1.126345469,0
154,0.08303562,0
155,0.35236782,0
156,0.08303562,0
157,0.310670485,0
158,0.09571972,0
159,0.550083914,0
160,1.52348533,0
161,0.315720669,0
162,0.087091597,0
163,0.75895648,0
164,0.597389376,0
165,0.089384614,0
166,0.489640157,0
167,0.973999537,0
168,0.08303562,1
169,0.08303562,1
170,0.936796634,0
171,0.879704486,0
172,0.112346011,1
173,0.330123986,0
174,0.08303562,1
175,0.351621462,1
176,0.083480879,0
177,0.08303562,0
178,1.424053268,0
179,0.209468293,1
180,0.08303562,0
181,0.08303562,0
182,0.129469726,0
183,0.08303562,1
184,0.275905867,0
185,0.482128441,0
186,0.083080056,0
187,0.687897296,0
188,0.08303562,0
189,0.699467041,0
190,0.618683202,0
191,0.08303562,0
192,0.08303562,0
193,0.08303562,0
194,0.08303562,0
195,0.08303562,0
196,0.08303562,0
197,0.08303562,0
198,0.229770441,0
199,0.333746873,0
200,0.450317636,0
201,0.395056755,0
202,0.289369696,1
203,0.08303562,0
204,0.528438424,0
205,0.404207671,0
206,2.009358115,0
207,1.678293613,0
208,1.928642682,0
209,0.36419371,0
210,0.400257813,0
211,0.08303562,0
212,0.210493948,0
213,0.37557077,0
214,0.956380929,1
215,0.08303562,0
216,0.08303562,0
217,0.085818294,0
218,0.53664127,0
219,0.098542491,0
220,0.171325496,0
221,0.376877004,0
222,3.137136203,0
223,2.23403919,0
224,0.773420395,0
225,1.305452699,0
226,1.5402502,0
227,1.454830182,0
228,0.114154192,1
229,0.085240365,0
230,2.056922732,0
231,0.08303562,0
232,0.309158885,0
233,0.08303562,0
234,0.08303562,0
235,0.299942111,0
236,0.124458233,0
237,1.020436564,0
238,0.346539108,0
239,0.23022464,0
240,1.387637079,0
241,0.422979971,0
242,0.195580103,0
243,0.717413909,0
244,0.08303562,0
245,6.348246493,0
246,0.08303562,0
247,0.08303562,0
248,0.76882811,0
249,0.08303562,0
250,0.08303562,0
251,0.565257749,0
252,0.374699799,0
253,0.08303562,0
254,0.08303562,0
255,0.215589515,0
256,0.208512758,0
257,0.08303562,0
258,0.08303562,0
259,0.08303562,0
260,0.165603442,0
261,0.08303562,0
262,0.415851352,0
263,0.355166673,0
264,0.438021643,0
265,0.158061638,0
266,0.08303562,0
267,0.08303562,1
268,0.08303562,1
